,x
1454846,INhead_l 1454847
1454932,INsplit_sg2r 1454933
1455006,EC_pygCell_rv 1455007
1455178,INipsidesc_sg1l 1455179
1455247,support cell muscle 1455248
1455427,MUSob-post_neuV_sg2l_1
1455464,MUSob-post_notV_sg2l_3
1455507,MUSob-post_noty_sg2l_1
1455565,MUSob-post_neuDlong_sg2l_5
1456434,SN_HSG3_6l
1456639,INipsiasc_sg2l 1456639
1457434,INcommasc_sg1r 1457435
1457578,INsplit_sg2l 1457579
1457836,MNantelope_sg3r
1458092,INipsiasc_sg1r 1458093
1458234,ciliatedGland_r3
1459186,INcommasc_sg2l 1459187
1459397,INipsidesc_sg1l 1459398
1459514,MUSob-post_neuDprox_sg3l_1
1459796,pygidial_pigment_cell 1459797
1460009,INcomm-Upstairs_pygr1; INcomm-UpL_sg3r  
1460107,MUSob-post_neuV_sg2r_5
1460113,MNcommdesc_sg3l 1460114
1460631,INipsiasc_sg2r 1460632
1460772,MNring_sg2r2
1460810,MUSob-post_neuDprox_sg2l_1
1460905,MNVNC 1460906
1460910,MUSob-post_neuDprox_sg2l_2
1460921,VNCneuron 1460922
1461015,EC_D_sg2l 1461016
1461068,pnb 1461069
1461417,MUSob-post_neuV_sg2l_3
1461846,INcommasc_sg2r 1461847
1461953,MNring_sg2l4
1462145,MNVNC 1462146
1462225,INipsiasc_sg2l 1462226
1462261,paratroch_III_dl_3; telotroch_dl_3
1462290,INipsiasc_sg2l 1462291
1462664,EC_V_sg2r rad glia 1462665
1463046,EC_V_sg3r 1463047
1463843,MUSlong_D_sg2l_10
1463859,MUSlong_D_sg3l_6
1463866,MUSlong_D_sg3l_5
1464604,ventralParaPU1_sg2r
1465584,SN_DLSO2_1r
1465914,INpro_l6
1466405,INcomm_sg2r 1466406
1466424,MNring_sg2r3
1466608,SN 1466609
1468079,VNCneuron 1468080
1468265,MNVNC 1468266
1468500,INcosplit_sg2r 1468501
1468636,MNob-ipsi_sg2r
1469434,IN 1469435
1469561,INipsidesc_sg2r 1469562
1469592,VNCneuron 1469593
1469605,VNCneuron 1469606
1469615,INipsidesc_sg2r 1469616
1470406,SN 1470407
1470581,IN 1470591
1470654,INbigloop_l1
1471313,IN 1471314
1471324,IN 1273404
1471410,IN 1471411
1471450,INhead_l 1471451
1472419,IN 1472420
1472553,SN_DLSO1.3_1l
1472928,INcosplit_sg2l 1472929
1473074,INdc_r2
1473202,INsplitPBbiax_sg2r3
1473311,SN 1660629
1473394,EC_V_heard 1473395
1473904,SN 1473905
1474018,IN 1474019
1474100,MNVNC_sg3r  1044290
1474234,EC_V_sg3r rad glia 1474235
1474793,INhead_r 1474794
1476102,INcommasc_sg2l 1476103
1477119,MNpseu_sg2r
1477335,MUSob-ant_re_sg3l_5
1477378,INipsidesc_sg2r 1477379
1478193,MNcontra_sg2l1
1478389,EC_V_sg3l rad glia 1478390
1479391,pnb 1479392
1479580,INcosplit_sg2l 1479581
1480211,INcommdescATO_sg1r
1482489,pnb 1482490
1482547,INdecuss_l 1354049
1482574,SNFVa-sg2r1
1482990,INcomm_sg2r 1482991
1483005,EC_V_sg2r rad glia 1483006
1483032,INipsiasc_sg2r 1483033
1483099,INcommasc_sg2l 1483100
1483805,pnb 1483806
1484007,INcommascATO_sg3l1
1484753,MUSlong_D_sg3l_2
1484878,MUSlong_D_sg0l_2
1484968,MUSchae_neuVob_sg2l_3
1484986,MUSchae_neuVob_sg2l_1
1485047,MUSchae_neuAVo_sg2l_2
1485154,MUSlong_D_sg0l_3
1485960,MUSlong_D_sg2l_8
1485984,MUSlong_D_sg1l_11
1486039,MUSlong_D_sg1l_4
1486136,INcommdesc_sg2l 1486137
1486247,MNring_sg2r4
1486363,MNring_sg2r6
1486527,MUSob-post_neuDlong_sg3l_4
1486591,MUSac_notP_sg3l_2
1486628,MUSac_notM_sg3l_1
1486647,MUSac_notP_sg3l_1
1486712,MUSac_neuPD_sg3l_3
1486748,MUSchae_notAac_sg1l_2
1486784,MUSchae_notAac_sg1l_1
1486810,MUSchae_notAac_sg1l_4
1487196,INpreMNob_sg2l
1487501,IN 1487502
1488194,INsplitCR_sg2r2
1488284,INcomm-Upcross_sg2r3
1488411,MNring_sg1l3
1488795,INcommdesc_sg1l2 1488796
1489563,INproT2_l1
1489640,MNakro_l
1489841,INipsidesc_sg1r 1489842
1489889,INipsidesc_sg1r 1489890
1490551,INVNCdcv ipsiasc 1490552 
1490675,INcommasc_sg2l 1490676
1490863,MNVNC 1490864
1491577,INdesc_sg2r 1491578
1493426,INcosplitATO_sg1l2
1498370,INdesc_l 1498371
1498439,SNtrunk_sgl1 1582321
1499326,INsplit_sg1r 1499327
1499594,INipsidesc_sg1l 1499595
1500207,INcommasc_sg2l 1500208
1500956,pnb 1500957
1501795,MUSlong_D_sg1l_3
1501807,MUSlong_D_sg1l_2
1501849,MUSlong_D_sg0r_6
1501871,MUSlong_D_sg1r_9
1502044,MUSlong_D_sg1r_10
1504488,MUSac_notP_sg2r_2
1504505,MUSac_notP_sg2r_1
1504562,MUSac_notM_sg3r_1
1504587,MUSac_neuDach_sg3r_1
1507391,MUSac_notM_sg3r_2
1509404,INcomm_sg1r 1509405
1509512,INsplitSNFV_sg1r
1513502,VNCneuron 1513503
1514371,pnb 1514372
1514654,EC_V_sg2l rad glia 1514655
1514869,MNcommdesc_sg1r 1514870
1515109,EC_V_sg2l lateral tonofilaments 1515110
1516536,ventralTeloPUc1l
1517020,INdecus_l 1517021sg2
1520675,INipsiasc_sg2l 1520676
1520958,INsplit_sg2l 1520959
1521491,INipsiasc_sg3l 1521492
1521624,INdecus_l 1521625
1523134,VNC 1523135
1524203,VNC_sg3r 1524203
1525235,MNperif 1525236
1525257,MNspider-post_sg2r2
1525669,INcommascFV_sg2l2
1527987,MUSlong_V_headl9
1528623,IN_sg3 1528624
1528697,MNipsiasc_sg3r 1528698
1530009,INsplit_sg2r 1301718
1530471,MUSchae_notAre_sg3r_1
1532811,VNCneuron 1532812
1533719,MN 1533720
1533917,VNCneuron 1533918
1541032,MNarm_sg2l2
1541262,VNCneuron 1541263
1541658,UnicilNonP_SNpost 1175413
1544524,SN_DLSO2_2l
1544598,IN 1544599
1544834,MUSlong_V_sg1l_1
1545266,MUSchae_notAac_sg2r_4
1545285,MUSchae_notAre_sg2r_1
1545339,MUSob-ant_re_sg2r_5
1545349,INsplitCR_sg3l1
1545362,MUSob-ant_re_sg2r_3
1545549,MUSob-ant_re_sg2r_4
1545565,meso 1545566
1545578,MUSob-ant_re_sg2r_8
1545589,MUSchae_Are_sg2r_1
1545615,MUSlong_V_sg1r_5
1545643,MUSob-ant_m-pp_sg2r_2
1545668,MUSac_neuPD_sg1r_3
1545678,MUSac_notA_sg1r_2
1545686,MUSac_notA_sg1r_1
1545916,INcomm_sg2l 1545917
1546007,INipsiasc_sg2l 1279738
1546352,MUSlong_V_sg0l_4
1546380,MUSlong_V_sg0l_7
1546413,MUSob-post_notV_sg1r_2
1547023,EC_V_sg0l_muscle-attachment 1547024
1547424,MNVNC 1547425
1547886,MUSob-ant_l-pp_sg1r_1
1547921,MUSob-ant_arc_sg1l_1
1547950,MUSac_notP_sg1l_1
1548290,MUSchae_neuDac_sg1l_4
1549338,EC_V_sg0r 1549339
1549787,MNsmile_sg1l7
1551483,INbackcross2_r
1551660,EC_V_sg0l 1551661
1552918,VNC_sg2r 1552919
1554019,MNheadV_r2
1558917,covercell6clock_post2
1559735,SNdors_immature_sg1r
1559897,MUSac_notA_sg2r_2
1559917,MUSob-post_neuV_sg1r_3
1559953,MUSchae_neuDac_sg1r_4
1560009,MUSob-post_notV_sg1r_1
1560393,cMNdc; PDF
1560655,INdecuss_l 1560655
1560783,INcomm-Upcross_sg2r2
1562433,INbiaxH_sg1r
1562482,IN 1562483
1563606,EC_V_sg2r 1563607
1563802,IN 1563803
1564364,MUSac_neuDy_sg2r_1
1564703,CB_pigment 1564704
1564732,CB_pigment 1564733
1565599,IN 1565600
1566006,EC 1566007
1566712,EC 1566713
1566960,MNarm_sg2r1
1566972,MUSac_neuDx_sg2r_2
1567002,MUSac_neuDach_sg2r_2
1567054,MNcontra_sg2l2
1567189,MNbiramous_sg2r1
1567204,MUSchae_neuDac_sg2r_3
1567266,MUSchae_neuDac_sg2r_4
1567283,MUSchae_neuDac_sg2r_1
1567361,INipsi-bifushort_r 1567362
1567572,notopodPUc1_sg2r
1568469,MUStrans_sg1r_1
1568505,MUSll_sg0r_5
1568536,MUSob-ant_trans_sg1r_1
1568544,MUSob-ant_re_sg1r_5
1568555,MUSob-post_sg0r_2
1568562,MUSob-ant_re_sg1l_4
1568571,MUSob-ant_re_sg1l_5
1568596,MUSob-ant_re_sg1l_3
1568623,MUSob-ant_re_sg1r_2
1568781,MUSob-ant_re_sg1r_4
1568802,MUSob-ant_re_sg1l_2
1568821,MUSob-ant_arc_sg1l_2
1568912,MUSlong_V_headl3
1568990,MUSob-post_neuDprox_sg3l_2
1569080,MUSchae_notAac_sg3l_3
1569091,MUSchae_notAac_sg3l_2
1569102,MUSchae_notAac_sg3l_4
1569125,MUSchae_notAre_sg3l_1
1569660,INsplitBronto_sg1r; ATO
1570188,VNC 1570189
1570324,MUSob-post_neuDprox_sg1l_2
1570363,MUSob-post_notV_sg1l_2
1570688,MUSob-ant_re_sg1r_1
1570700,MUSob-post_noty_sg1l_1
1570711,MUSchae_neuDac_sg1l_5
1570729,MUSac_notP_sg1l_2
1570739,MUSac_notA_sg1l_1
1570773,MUSac_notA_sg2r_1
1570785,MUSchae_neuDac_sg3l_1
1570796,MUStrans_pygr_2
1570821,MUSob-post_neuDlong_sg3l_5
1570834,MUSchae_neuDac_sg3l_4
1570845,MUSob-ant_re_sg3l_1
1570885,MUSob-post_notV_sg3l_3
1570928,INcomm_sg2l 1570929
1571286,INsplitPUh_r1
1571934,INsplit_sg1r 1571935
1574311,MUSchae_neuDac_sg3l_3
1574394,MUSac_notP_sg3r_2
1574549,MUSac_neuDach_sg3r_2
1576054,MUSac_notA_sg3l_2
1576108,MUSchae_notA_sg3l_1
1576129,MUSchae_notAac_sg3l_1
1576392,VNCneuron_sg2l 1576393
1576450,MUSchae_neuVob_sg3l_2
1576621,MUSac_neuDx_sg3l_1
1576932,flat glia MNcrab 1416786
1578084,INhead_r 1578085
1578507,MNVNC_sg2r 1578508
1579204,MNantacic_sg2r1
1582275,INcommdesc_sg1l 1582276
1582964,INipsidesc_sg1r 1582965
1583047,MUStrans_sg3l_1
1583195,INbiax_sg1r1 1583195
1583898,MUStrans_sg0l_4
1584011,MUSob-post_neuV_sg2l_5
1584400,MUSob-ant_re_sg1r_3
1584667,MUSchae_neuVob_sg1r_1
1584762,MUSchae_neuDac_sg1r_3
1584845,MUSob-post_neuV_sg1r_5
1585014,MUSac_notP_sg1r_2
1585339,MUSchae_neuDac_sg1r_6
1585394,MUSchae_neuDac_sg1r_5
1585416,MNarm_sg1l2
1585542,MUSchae_notAac_sg1r_1
1585890,MUSac_notM_sg1r_1
1586199,MUSob-post_notD_sg1r_1
1586304,MUSob-post_notD_sg1r_2
1586381,MUSob-post_notD_sg1r_3
1586533,MUSchae_notDob_sg1r_3
1587020,MUSob-post_neuDprox_sg1r_3
1587509,MUStrans_sg2r_4
1587973,IN 1587974
1588112,IN 1588113
1588133,INperifsplit_sg1l 1592517
1588419,notopodPUc1_sg1l (deprecatedMNperif) 1588420
1589082,MUSlong_V_headl2
1589782,INVNC_sg1r 1589783
1589825,MUSchae_notD_sg2r_1
1590351,MUSlong_D_sg3r_7
1590476,MUSchae_notAac_sg3r_1
1590675,MUSchae_notAac_sg3r_4
1590954,MUSac_notA_sg3r_2
1591058,meso 1591059
1591154,MUSchae_notD_sg3r_1
1591471,SN 1591472
1592405,MUSob-post_i_sg1l_1
1592784,MUSac_notM_sg1r_2
1592834,MUStrans_sg1r_4
1592896,INcommdesc_sg2l 1592896
1592906,MUSchae_notAac_sg1r_4
1592945,MUSchae_notAac_sg1r_2
1593030,MUSac_neuDach_sg1r_1
1593058,MUSlong_V_sg0r_2
1593111,MUStrans_sg1l_3
1593328,VNCneuron 1593329
1594313,pygCirrusPU_SMr
1594643,MUSob_sg0_r
1594980,EC_V_sg2l 1594981
1595081,EC_V_sg2l 1595082
1595117,MUSob-post_neuDdist_sg2lc3
1595882,MUSll_sg0l_5
1597114,INcommasc_sg2r 1597115
1597419,MUSlong_V_sg3r_2
1597423,MUSlong_V_pygr
1598752,MNladder_sg1l
1598938,VNC neuron 1598939
1600133,INcomm_sg1r 1600134
1600760,INsplitPBsg1r2
1600828,INcosplit_sgr1
1600836,INcommdesc_sg1r 1600837
1601265,support cell 1601266
1601286,IN 1601287
1601839,MUSac_notM_sg2l_2
1602680,INcommasc_sg1r 1602681
1602700,INperiasc_sg1l
1603787,support cell mscle 1603788
1603827,INipsidesc_sg1r 1603828
1603906,MUStrans_sg1r_2
1603943,MUStrans_sg1r_3
1605150,pnb 1605151
1605349,MUSob-ant_arc_sg2r_3
1605372,MUSob-ant_arc_sg2r_4
1606117,MVGland_l2
1607302,SNtrunk_sg1l 1607303
1607377,ciliatedGland_r7
1607477,MUSchae_neuVob_sg2r_2
1608290,INsplitRYa_sg1l
1609129,INshort_lmmature_l 1609130
1609864,chaeMech_sg2r3
1611442,INipsidesc_sg2l 1611443
1611683,INsplitCR_sg2r3
1612233,INsplit_sg1r 1612234
1613646,INCM_sg1r1
1614287,nephridium_sg3l7
1616482,INshort 1616483
1616492,INsplit_sg2r 1616493
1616645,INlongCR-UpL_sg3r1
1617129,INbiaxH_sg2r
1617521,meso 1617522
1617669,MUSchae_neuDac_sg2r_2
1618091,INcomm-UpL_pygr_immature
1618144,EC_D_sg3r 1618145
1618565,EC_V_pygl 1618566
1620444,MUSchae_Are_sg3l_1
1620598,supportcell 1620599
1621549,MUSchae_neuAVt_sg3r_1
1621708,MUSchae_neuAVo_sg3r_2
1621757,MUSchae_neuVob_sg3r_2
1621852,MUSob-ant_l-pp_sg3r_2
1621926,MUStrans_sg3r_7
1621996,MUSob-ant_ml-pp_sg3r_1
1622033,MUSob-ant_ml-pp_sg3r_2
1622511,MUSob-ant_trans_sg3r_2
1622869,EC_V_pygl 1622870
1623138,MUSac_neuDx_sg3l_2
1623227,MUSac_neuDach_sg3l_2
1623277,MUSac_neuAV_sg3l_2
1623923,EC 1623924
1624567,INbiaxLeg_sg2l2
1625158,spinPB3_sg3l
1625586,MUSac_notP_sg2l_1
1625884,MUSac_notP_sg2l_2
1626051,MUSac_notA_sg2l_1
1626309,MUStrans_sg2l_2
1626390,INcosplit_sg2r1 1626390
1626409,EC 1626410
1626582,MUSchae_notAac_sg1l_3
1626756,MUSob-post_notD_sg1l_1
1626831,MUSlong_D_sg1l_6
1626922,MUSchae_notA_sg1l_1
1627479,INhead_l 1627480
1627561,MUStrans_sg2l_6
1628235,MUSob-post_neuDdist_sg1lc1
1628605,MUSob-ant_re_sg2l_4
1628716,MUSob-ant_re_sg2l_5
1628748,MUSob-ant_re_sg2l_8
1629097,MUStrans_sg2l_4
1629613,MUSac_notM_sg2l_1
1629808,MUSob-ant_l-pp_sg2l_1
1629909,MUSob-ant_re_sg2l_1
1629968,MUSchae_Are_sg2l_1
1630022,MUSob-ant_re_sg2l_3
1630186,MUSac_neuAV_sg2l_1
1630952,pygidial_pigment_cell 1630953
1631093,EC_D_pygl 1631094
1631145,neuropodPUc1_sg3l
1631578,MUSchae_notAre_sg2l_1
1631592,EC_V_pygl rad glia 1631593
1631633,MUSchae_notA_sg2l_1
1631685,MUSob-ant_arc_sg2l_1
1631808,MUSob-ant_trans_sg2r_1
1631975,MUSob-ant_arc_sg2r_1
1632110,pygidial_pigment_cell 1632111
1632286,MUSob-ant_l-pp_sg2r_2
1632319,MUSob-ant_l-pp_sg2r_1
1632536,MUSchae_neuDac_sg2l_3
1632997,EC_V_pyr rad glia 1632998
1633251,MUSchae_notDob_sg2l_3
1633288,MUSob-post_notD_sg2l_3
1633323,EC_D_sg3l 1633324
1633532,MUSchae_notAac_sg2l_3
1633569,MUSchae_notAac_sg2l_4
1633890,MUSchae_notAac_sg2l_2
1633938,MUSchae_notAac_sg2l_1
1633963,MUSac_neuPD_sg2l_3
1633987,MUSac_neuPD_sg2l_1
1635279,INdecuss_l 1635280
1635416,IN 1635417
1635500,MUStrans_sg3l_3
1635512,MUSac_neuPV_sg3l_1
1635545,MUSac_neuPV_sg3l_2
1636803,hemichaetal_sg3r_noto-1_2
1639124,SNimmature_sg0l 1655416
1639181,IN 1639182
1639584,SN_DLSO2_necklace-r
1639675,SN 1639676
1643440,INimmature 1643441
1645026,INdecuss_r 1321500
1645747,INasc-l 1645748
1645789,INipsidesc_sg1l 1645790
1645907,MUSac_neuDx_sg2l_1
1645931,MUSac_neuDx_sg2l_2
1645973,MUSac_neuDy_sg2l_1
1646125,IN 1646126
1646209,INsplitPUh_l1
1646240,ciliatedGland_l5
1646257,MUSob-ant_re_sg2l_2
1646318,MUSac_neuDach_sg2l_2
1646402,MC4-ciomn-l
1646429,MUSchae_notDob_sg1l_3
1646603,devMUS 1646604
1646725,MUSob-post_notD_sg2l_2
1646847,MUSob-post_notD_sg2l_4
1647016,EC_D_sg2l 1647017
1647148,EC_V_sg2l 1647149
1647206,MUSac_neuAV_sg2l_3
1647512,MUSac_notA_sg2l_2
1647763,MUSac_neuAV_sg1l_1
1648349,MUSac_neuAV_sg3l_3
1648444,MUSac_neuAV_sg3l_1
1648927,MUSchae_neuDac_sg2l_2
1648958,MUSchae_neuDac_sg2l_5
1649265,MUSac_neuDach_sg2l_3
1649437,MUSac_neuPV_sg1l_2
1649555,MUSac_neuPV_sg1l_1
1650135,support cell 1650136
1650725,INipsiasc_sg1r 1650726
1651849,ciliatedGland_r12
1652177,INcomm-DownL_sg1r  
1652260,MUSob-ant_trans_sg1l_1
1652654,IN 1652655
1652811,INVNC 1652812
1653907,INsplitCR_sg2l3; leuco
1654454,MUStrans_sg3r_4
1654460,MUStrans_sg3r_3
1654515,MUStrans_sg3r_1
1654526,MUStrans_sg3r_2
1654629,INdecussPre_r
1655775,meso 1655776
1656212,INcomm_sg1r 1656213
1656440,INcommasc_sg1l 1656441
1656520,ciliatedGland_l11
1656524,ciliatedGland_l7
1658527,VNCneuron 1658528
1659941,pnb 1659942
1661189,MUSob-post_neuV_sg1r_4
1661238,MUSob-post_neuV_sg1l_3
1662183,EC_V_sg1r 1662184
1662465,MUSac_neuDach_sg1l_2
1663161,MNperifac_sg1r2
1663395,EC_D_sg1r 1663396
1663434,INperif 1663435
1663439,MNperifob_sg1r
1663484,EC_V_sg1r 1663485
1665129,MNperifche_sg1r
1667277,VNC_sg1r 1667278
1667872,supportcell 1667873
1667913,MNring_sg2r1
1669116,MUStrans_sg2l_5
1669421,MUSchae_notDn_sg1r_1
1669887,EC pigmented 1669888
1670429,paratroch_III_vl_1; telotroch_vl_1
1670599,MUSob-post_neuV_sg2l_4
1670927,MUSchae_Are_sg1r_1
1671147,MNche_sg1r
1671212,circumchaetal_sg1r_neuro-3_3
1671231,noER_circumchaetal_sg1r_neuro-1_4
1671351,MUSob-ant_ml-pp_sg3l_1
1673139,VNC_sg2l 1673140
1673505,MUStrans_sg2r_3
1673947,INipsidesc_sg1r 1673947
1674019,INcomm-Upcross_sg2r1
1674291,MNpostacic_sg1l1
1674499,INcomm_sg1l 1674500
1675551,MUSac_neuDach_sg1r_2
1675823,SNdors_sg1r
1675901,INcommdesc_sg1l 1675902
1677407,MNob-post_sg1r
1677775,MNperiph 1677776
1678542,MUStrans_sg2l_9
1678661,MNring_sg1r2
1678692,MNob-post_sg1l
1678918,INFVa_pygl1
1679615,MNring_sg1r1
1680741,ciliatedGland_r2
1680875,ciliatedGland_r8
1682794,INshort 1682795
1683821,INipsiasc_sg3l 1274482
1683885,INcommasc_sg2r 1683886
1684795,connective_tissue_cell 1684796
1684856,SN 1684857
1684965,MNarm_sg2l1
1685248,EC_V_sg2r 1685249
1685644,VNC_sg1r 1685645
1686030,EC_V_sg3r_armpit 1686031
1688455,flat glia GliaCR_sg1r1
1688689,hCR1r
1688755,MNipsidesc 1688756
1690116,dorsalParaPU2_sg2r
1690429,MNac_sg1r 1690430
1690667,ciliatedGland_l10
1691763,chaeMech_sg3l3
1691866,circumchaetal_sg3l_neuro-3_2
1692299,EC_circumchaetal_sg3l_neuro-5_5
1692450,circumchaetal_sg3l_noto-4_3
1693686,hemichaetal_sg1l_neuro-1_2
1694438,MUStrans_sg1r_5
1696456,INcomm-Upcross_sg2l2
1696562,INcosplit_sg3r 1696563
1697854,MNspider-post_sg3r2
1699713,ventralTeloPUc2l
1699767,INipsiasc_sg3l 1699768
1700043,MNacicular_sg3l 1700044
1700859,dorsalTeloPU2l
1700942,dorsalTeloPUc1l
1701849,INdecuss_r 1701850
1703468,MUStrans_sg2r_7
1704627,INR1_r2
1704860,INdecussPre_l
1705565,IN 1705566
1715298,EC_V_heard 1715299
1715427,ciliatedGland_l6
1717565,INlat2_l
1718172,meso 1718173
1721342,SN_LHSO2_2l
1725002,INcommdesc_sg1l 1725003
1725169,INsplit_sg2r 1725170
1725480,INsplitHairyCR_sg2r1
1725737,INcomm_sg1l 1725738
1726348,INsplitPUh_l2
1726596,INcommasc_sg2l 1726597
1726644,ventralSOMA-decusL 1726645_sg3
1727474,MNcrab_sg2l1
1728550,INbackcross3_l
1728563,MNche_sg2r
1728847,MUSlong_V_sg2l_6
1728870,MUSchae_neuAVt_sg2r_1
1729206,Glia pigmented 1729207
1729214,IN 354167
1729648,MNbow_sg2l1; proenk
1729830,MNVNC_sg3r 1729831
1730175,SNpyg 1354804
1730785,ventralParaPU2_sg2l
1730843,INcommdesc_sg3r 1730844
1730901,antCR2l
1731014,INcosplit_sg2r1 1731014
1731062,chaeMech_sg3r3
1731304,INsplitCR_sg1r3 
1731420,INdesc_r 1731420
1731718,INcommdesc_sg2r 1731719
1731953,INsplitVent_sg2r
1731962,MUSob-ant_trans_sg2r_2
1732095,INsplitCR_sg2l2 
1732111,MNr3
1732125,INbush 1732126
1732185,MUSob-post_neuV_sg2r_4
1732257,INcommasc_sg3l1 1732257
1732273,INcomm_centralcb_sg3r 1732274
1732295,INpreLadder_sg3r
1732300,INATO_pygr
1732307,flat glia 1286549
1732322,INcommasc_sg3l 1732322
1732338,INcomm-Upcross_sg2l1
1732349,interparaPM1_sg2l
1732420,INMIP_l 1732421
1732439,INhead_l 1303844
1732448,INarc1l
1732697,INsplitCR_sg0r1  
1736582,MUSob-ant_trans_sg3r_1
1736843,antCR5l
1736887,dsoCR1l
1737105,MS2
1739164,INipsiasc_sg2l 1739165
1739198,INcomm-DownL_sg1l
1739384,MNladder_sg1r
1741418,MNring_sg1l2
1741422,MNring_sg1l4
1741539,IN 1741540
1742500,INipsidesc_sg1l 1742501
1742612,INipsiasc_sg0r 1742613
1742908,EC_D_sg0l 1742909
1742992,EC_V_sg1l 1742993
1743238,EC_V_sg3l 1743239
1744166,IN 1744167
1744183,pnb 1744184
1744577,INhead_r 1330968
1750414,VNC neuron 1750415
1752235,MNwave_sg3r2
1753932,MNantelope_sg1r
1755080,MNVNC_sg2l 1755081
1755464,INcommasc_sg1r
1755683,VNC neuron 1755684
1756206,EC_D_sg2l 1756207
1756581,ventralParaPU2_sg2r
1757115,MNarm_sg2r2
1763522,MNacic_sg1r
1763749,MNchaet_sg3r3
1763759,MNche_sg3r2
1764464,ventraltrunkPB1_sg2l
1769485,SNimmature_sg0r 1769486
1770014,SNcir 1770015
1776476,MNring_sg2l3
1776504,MNring_sg2l5
1777190,SN 1777191
1778482,ventralpostParaPUc1_sg1r
1778488,pnb 1778489
1779518,MNob-contra_sg1l2
1782523,EC_V_sg1l 1782524
1783644,MNVNC_sg1r 1783645
1784327,circumacicular_sg3r_noto_1
1784341,circumacicular_sg3l_neuro_4
1784864,SN_HSG3_1l
1784973,IN 1784974
1785146,SN_DLSO2l 1639380
1788017,IN 1283775
1789261,INdecuss_r 1272025
1789424,IN 1343760
1791241,SNl 1374585
1792917,MNring_sg2r5
1793408,MNpostacic_sg1l2
1794992,INipsiasc_sg1r 1357013
1797181,INdescLuqinPDF_l
1797187,INdesc_l 1259647
1797698,MNob-contra_sg3r1
1797827,INipsidesc_sg2r 1797828
1797850,INipsiasc_sg1r 1797851
1805457,EC_V_sg3l rad glia 1805458
1813880,MNcomm_sg2r 1813881
1814382,VNCimmature 1814383
1815592,dorsalParaPU1_sg2r
1815732,MN 1815733
1816093,blanket 1816094
1816212,pnb sg0r 1816213
1817849,VNC_sg3l 1817850
1820335,EC_V_sg2r 1820336
1823451,EC_chaetal_sac_sg3r_neuro_1
1824208,MNpostv_sg2r
1824372,MNring_sg2l 7
1825348,INcommdesc_sg2r2
1825661,circumacicular_sg3r_noto_3
1825922,MNVNC  1825923
1827286,INipsiasc_sg1l 1827287
1827444,INipsiasc_sg1l 2001305
1828100,MNpostv_sg3l
1828171,devMUSac_sg3vl_neuro-postv3
1828978,INcommasc_sg2l 1828979
1829048,EC_V_sg2r red glia 1829049
1829164,INleucoPU_sg1r
1829214,INpreLadderATO_sg2r
1829356,INVNC_sg2r 1829357
1829398,INcomm_sg2l 1395576
1830524,INcommasc_sg1l 1830525
1830642,MNcool 1830643
1830716,circumchaetal_sg3r_neuro-5_2
1831679,MNhose_sg2l1
1832672,MNring_sg1r3
1833415,MNring_sg1r4
1834160,IN 1834161
1837125,ventralParaPB1_sg2r
1837982,chaeMech_sg2r1
1839508,INipsiasc_sg2r 1839509
1840169,IN 1840170
1840971,MNVNC 1840972
1841158,INipsiasc_sg2r 1841159
1841368,IN 1841369
1841402,INipsidesc_sg3r 1841403
1841743,INsplitPB_FVa_sg2l1
1842049,EC_V_sg0r 1842050
1842067,INdecuss_l 241833
1845175,IN 1845176
1845305,INperifasc_sg2r 1845306
1845563,INbiaxH_sg2l1
1845656,INVNC_sg2l 1845657
1845760,chaeMech_sg2r4
1845855,INipsiasc_sg3r 1172205
1845889,VNC_sg2r 1845890
1846187,INcommdesc_sg1l 1846188
1846855,INsplitPB_sg3r3
1846918,MN_oblique_sg3l1
1847252,SNstiff_sg0l1
1847330,EC_V_sg3l 1847331
1847342,EC_V_sg2l 1847343
1847405,pnb 1847406
1847754,neuropodPUc1_sg2l
1847818,neuropodPUc2_sg2l
1848249,MNVNC_sg2l 1848250
1848315,INperif_sg2l
1848592,ventralParaPB2_sg2l_PKD2-1+
1849185,ventralParaPU4_sg2l
1849210,VNCneuron 1849211
1849294,SNdors_sg1l
1849324,MNbiramous_sg2l1
1849623,chaeMech_sg2l2
1849863,interparaPU1_sg2l
1850079,INcommasc_sg2r 1850080
1850405,MN 1850406
1850475,VNC_sg2 1850476
1850496,chaeMech_sg2l3
1850681,INipsiasc_sg2r 1850682
1850777,MNantacic_sg1l
1852885,EC_V_sg1l 1852886
1854639,INUturn2
1854746,MNperifac_sg1r1
1855014,INcommasc_sg1l 1855014
1855339,INipsiasc_sg0r 1855340
1855915,INdecuss_l 1855915
1855933,INdecuss_l 1855933
1856971,INdecuss_l 1856972
1858709,SN_68r
1860656,INcommascFV_sg2l1
1860886,INW_l1
1916554,MUSchae_notDn_sg1l_1
1920885,MNipsiasc_sg2r 1920886
1923160,MNVNC_sg2rFVa
1923672,SNbronto_l
1928680,INdecuss_r 1928680
1928754,INdecuss_r 1928755
1928926,MNpseu_sg1r
1929587,INhead_r 1929588
1932988,INdescFMRF_l
1934818,INipsiasc_sg3r 1934818
1934958,VNCneuron 1934959
1937281,INcommdesc_sg2l 1937282
1939662,INcommascEnk_sg3l 1017681
1945618,circumacicular_sg2r_neuro_3
1947255,INcomm-Upcross_sg2l3
1947647,INsplit_sg3r 1947648
1948151,INcommasc_sg2r 1948152
